ts,bx,by,bz
1717632625560,18.1,22.6,-131.2
1717632625580,20.9,23.4,-134.0
1717632625600,22.9,25.7,-136.2
1717632625620,26.0,27.9,-137.6
1717632625640,29.2,31.3,-139.5
1717632625660,30.6,33.7,-144.0
1717632625680,31.5,34.9,-148.0
1717632625700,33.1,38.1,-150.4
1717632625720,36.7,40.1,-150.7
1717632625740,38.1,39.4,-152.9
1717632625760,41.9,40.4,-155.4
1717632625780,42.1,43.8,-157.9
1717632625800,45.2,44.7,-158.9
1717632625820,48.6,45.8,-160.1
1717632625840,50.0,49.2,-164.2
1717632625860,54.2,51.9,-167.7
1717632625880,56.2,53.9,-170.3
1717632625900,57.7,55.9,-171.0
1717632625920,59.5,56.6,-174.7
1717632625940,61.3,57.2,-178.2
1717632625960,62.8,58.2,-179.2
1717632625980,63.2,58.5,-179.8
1717632626000,61.1,60.9,-182.1
1717632626020,62.7,63.5,-185.0
1717632626040,63.5,64.4,-186.7
1717632626060,65.9,65.5,-188.6
1717632626080,67.6,66.8,-191.4
1717632626100,69.2,67.6,-194.0
1717632626120,69.5,70.0,-194.0
1717632626140,71.7,70.1,-196.4
1717632626160,71.1,71.3,-198.8
1717632626180,70.5,72.9,-199.4
1717632626200,70.9,72.5,-203.0
1717632626220,70.5,73.2,-204.8
1717632626240,72.5,76.1,-206.5
1717632626260,73.1,78.0,-207.4
1717632626280,74.8,79.1,-211.9
1717632626300,73.5,80.2,-216.4
1717632626320,72.2,81.2,-217.9
1717632626340,71.1,81.3,-221.9
1717632626360,70.9,79.5,-220.9
1717632626380,70.8,80.7,-221.2
1717632626400,70.1,82.0,-224.2
1717632626420,69.5,82.7,-223.7
1717632626440,69.8,83.3,-225.2
1717632626460,68.2,83.1,-225.3
1717632626480,68.5,83.4,-225.9
1717632626500,67.9,84.3,-225.9
1717632626520,65.9,85.8,-228.0
1717632626540,64.7,86.7,-229.3
1717632626560,63.5,86.7,-231.9
1717632626580,61.4,87.9,-233.3
1717632626600,61.2,89.0,-235.8
1717632626620,58.7,89.8,-236.7
1717632626640,56.2,91.6,-238.4
1717632626660,54.9,91.7,-239.3
1717632626680,51.9,91.7,-241.1
1717632626700,50.5,91.2,-241.4
1717632626720,49.2,89.7,-241.6
1717632626740,45.5,88.3,-240.0
1717632626760,42.1,89.5,-242.6
1717632626780,41.1,88.9,-246.9
1717632626800,38.4,89.9,-248.9
1717632626820,35.5,89.0,-249.5
1717632626840,31.7,88.0,-249.7
1717632626860,30.1,87.7,-251.0
1717632626880,28.0,87.3,-250.9
1717632626900,24.0,88.9,-250.3
1717632626920,21.3,87.5,-251.8
1717632626940,17.5,87.4,-254.1
1717632626960,15.6,87.9,-257.6
1717632626980,13.3,87.4,-261.6
1717632627000,10.8,87.6,-259.3
1717632627020,7.0,86.5,-259.6
1717632627040,4.4,85.7,-259.6
1717632627060,3.0,82.4,-262.0
1717632627080,-1.8,84.3,-261.7
1717632627100,-4.9,85.8,-264.3
1717632627120,-9.1,85.2,-263.2
1717632627140,-13.8,84.6,-263.6
1717632627160,-17.0,82.9,-264.4
1717632627180,-20.1,81.7,-265.0
1717632627200,-22.1,79.2,-265.6
1717632627220,-24.9,78.1,-267.6
1717632627240,-28.5,76.7,-267.2
1717632627260,-31.9,74.4,-269.5
1717632627280,-35.5,72.6,-268.4
1717632627300,-39.6,71.3,-269.2
1717632627320,-44.1,68.7,-270.7
1717632627340,-48.0,68.5,-269.6
1717632627360,-52.1,68.9,-270.3
1717632627380,-56.7,68.1,-271.1
1717632627400,-61.2,68.1,-271.4
1717632627420,-64.9,66.3,-273.6
1717632627440,-70.9,64.6,-272.7
1717632627460,-72.5,62.9,-272.4
1717632627480,-76.5,64.1,-272.9
1717632627500,-81.0,63.2,-272.4
1717632627520,-84.2,62.2,-272.0
1717632627540,-87.1,61.0,-272.7
1717632627560,-90.4,59.4,-273.6
1717632627580,-94.3,57.8,-273.5
1717632627600,-99.4,55.7,-272.9
1717632627620,-103.6,53.5,-270.8
1717632627640,-107.0,49.6,-271.7
1717632627660,-110.8,46.6,-271.8
1717632627680,-115.9,45.4,-271.8
1717632627700,-119.4,44.4,-269.8
1717632627720,-121.5,42.0,-270.3
1717632627740,-125.3,39.6,-270.6
1717632627760,-129.7,36.7,-270.8
1717632627780,-130.2,36.7,-270.8
1717632627800,-134.8,35.2,-271.0
1717632627820,-137.7,34.5,-272.1
1717632627840,-142.5,33.2,-270.8
1717632627860,-146.8,30.5,-268.8
1717632627880,-151.2,25.5,-269.3
1717632627900,-156.2,24.6,-268.3
1717632627920,-161.7,23.3,-269.7
1717632627940,-163.8,20.3,-266.0
1717632627960,-167.4,19.5,-265.6
1717632627980,-171.5,16.8,-264.3
1717632628000,-173.1,15.7,-262.1
1717632628020,-176.8,14.9,-262.7
1717632628040,-178.7,11.0,-263.6
1717632628060,-183.0,8.9,-262.3
1717632628080,-186.3,8.0,-262.0
1717632628100,-190.6,6.3,-261.4
1717632628120,-193.8,2.1,-259.5
1717632628140,-197.2,0.2,-260.4
1717632628160,-199.4,-1.9,-259.8
1717632628180,-201.6,-3.5,-256.8
1717632628200,-205.2,-7.1,-257.3
1717632628220,-207.0,-8.3,-254.7
1717632628240,-209.4,-10.9,-254.3
1717632628260,-214.5,-14.1,-252.3
1717632628280,-216.8,-15.2,-252.2
1717632628300,-219.1,-19.5,-249.8
1717632628320,-220.8,-20.2,-248.5
1717632628340,-224.0,-20.8,-247.5
1717632628360,-226.8,-23.6,-244.5
1717632628380,-229.6,-25.8,-246.5
1717632628400,-230.2,-28.0,-246.5
1717632628420,-233.5,-29.9,-245.7
1717632628440,-234.9,-31.9,-243.3
1717632628460,-236.1,-33.8,-242.8
1717632628480,-239.5,-35.4,-240.3
1717632628500,-241.0,-40.0,-237.2
1717632628520,-242.1,-43.1,-238.1
1717632628540,-242.3,-45.5,-236.2
1717632628560,-243.6,-46.2,-237.0
1717632628580,-244.7,-48.8,-235.4
1717632628600,-244.8,-52.8,-233.0
1717632628620,-246.0,-53.9,-232.3
1717632628640,-248.9,-56.2,-230.3
1717632628660,-250.1,-58.6,-229.1
1717632628680,-249.1,-60.2,-227.6
1717632628700,-251.8,-61.4,-224.1
1717632628720,-254.5,-62.9,-223.9
1717632628740,-255.1,-66.0,-222.3
1717632628760,-255.4,-68.1,-218.2
1717632628780,-254.3,-70.0,-217.7
1717632628800,-253.2,-72.2,-213.9
1717632628820,-253.1,-74.9,-212.5
1717632628840,-252.0,-77.2,-210.2
1717632628860,-253.7,-76.9,-207.8
1717632628880,-253.6,-79.7,-205.9
1717632628900,-252.2,-81.6,-204.3
1717632628920,-251.8,-84.8,-203.7
1717632628940,-250.4,-86.2,-201.3
1717632628960,-250.8,-88.4,-198.7
1717632628980,-250.4,-91.2,-197.4
1717632629000,-248.2,-93.2,-195.1
1717632629020,-245.9,-93.9,-192.0
1717632629040,-246.1,-96.6,-191.5
1717632629060,-245.2,-98.1,-190.7
1717632629080,-243.9,-100.5,-188.8
1717632629100,-244.6,-102.1,-186.3
1717632629120,-243.2,-101.6,-185.9
1717632629140,-242.3,-103.0,-184.4
1717632629160,-241.5,-105.2,-180.9
1717632629180,-241.2,-107.2,-179.2
1717632629200,-241.6,-110.9,-177.5
1717632629220,-238.3,-111.5,-173.9
1717632629240,-237.5,-113.9,-172.1
1717632629260,-237.5,-117.0,-170.3
1717632629280,-234.4,-119.2,-170.3
1717632629300,-233.4,-119.6,-169.4
1717632629320,-230.7,-120.9,-165.5
1717632629340,-228.0,-120.0,-161.4
1717632629360,-224.8,-121.7,-157.5
1717632629380,-223.9,-122.8,-154.9
1717632629400,-222.5,-124.8,-153.9
1717632629420,-217.9,-126.4,-151.2
1717632629440,-217.5,-127.6,-147.4
1717632629460,-212.1,-129.5,-146.7
1717632629480,-210.7,-132.2,-142.4
1717632629500,-208.4,-132.8,-141.0
1717632629520,-207.5,-133.5,-137.7
1717632629540,-204.5,-134.2,-135.8
1717632629560,-200.5,-135.9,-132.5
1717632629580,-198.0,-136.3,-129.5
1717632629600,-192.9,-136.2,-129.4
1717632629620,-190.8,-137.7,-128.2
1717632629640,-186.1,-140.0,-123.2
1717632629660,-184.9,-139.3,-121.1
1717632629680,-181.0,-139.4,-120.6
1717632629700,-179.4,-141.9,-116.5
1717632629720,-175.5,-141.6,-113.2
1717632629740,-173.1,-144.5,-110.3
1717632629760,-168.7,-145.3,-107.8
1717632629780,-166.3,-144.7,-107.6
1717632629800,-162.6,-144.0,-105.0
1717632629820,-158.4,-146.3,-101.5
1717632629840,-155.1,-148.8,-98.3
1717632629860,-151.3,-147.9,-95.3
1717632629880,-147.3,-150.9,-93.2
1717632629900,-142.6,-150.5,-91.9
1717632629920,-140.2,-150.0,-89.3
1717632629940,-137.0,-149.8,-85.9
1717632629960,-133.3,-148.5,-82.6
1717632629980,-129.6,-148.6,-79.2
1717632630000,-125.1,-150.7,-78.3
1717632630020,-124.4,-149.6,-76.3
1717632630040,-120.6,-150.0,-77.2
1717632630060,-119.2,-149.6,-73.5
1717632630080,-114.5,-148.8,-71.3
1717632630100,-110.1,-150.0,-68.8
1717632630120,-104.0,-150.5,-68.9
1717632630140,-100.9,-151.4,-66.1
1717632630160,-96.4,-151.0,-63.7
1717632630180,-93.3,-150.0,-62.6
1717632630200,-89.9,-148.6,-59.8
1717632630220,-86.5,-148.5,-56.9
1717632630240,-82.4,-149.6,-53.0
1717632630260,-78.9,-149.2,-50.5
1717632630280,-73.2,-149.5,-47.6
1717632630300,-69.2,-148.2,-43.1
1717632630320,-65.2,-146.4,-39.6
1717632630340,-61.0,-146.8,-37.7
1717632630360,-57.9,-147.2,-36.1
1717632630380,-55.2,-144.6,-33.6
1717632630400,-51.0,-145.1,-31.6
1717632630420,-47.2,-143.6,-28.4
1717632630440,-42.9,-141.3,-25.9
1717632630460,-39.9,-141.0,-22.4
1717632630480,-37.2,-140.9,-21.5
1717632630500,-34.7,-140.3,-20.5
1717632630520,-30.5,-138.4,-16.1
1717632630540,-25.9,-138.2,-12.7
1717632630560,-23.4,-137.7,-12.5
1717632630580,-20.7,-137.0,-11.1
1717632630600,-18.3,-136.5,-8.7
1717632630620,-16.6,-135.9,-4.1
1717632630640,-14.0,-136.4,-4.2
1717632630660,-10.7,-136.3,-2.7
1717632630680,-7.4,-134.9,1.1
1717632630700,-3.0,-131.5,4.0
1717632630720,0.3,-127.9,3.9
1717632630740,1.9,-127.2,8.7
1717632630760,4.7,-126.2,9.7
1717632630780,7.8,-123.5,11.7
1717632630800,12.6,-122.9,14.8
1717632630820,14.9,-121.0,17.2
1717632630840,15.7,-120.0,20.3
1717632630860,18.6,-117.7,23.9
1717632630880,20.4,-113.9,24.5
1717632630900,20.9,-113.6,25.7
1717632630920,24.4,-112.4,28.9
1717632630940,25.9,-111.5,29.4
1717632630960,26.6,-109.4,33.0
1717632630980,26.7,-108.2,35.1
1717632631000,27.3,-104.9,38.7
1717632631020,28.8,-103.3,42.2
1717632631040,29.8,-102.1,41.4
1717632631060,31.6,-100.0,44.7
1717632631080,32.4,-98.2,46.6
1717632631100,35.6,-95.9,50.5
1717632631120,36.5,-95.1,52.4
1717632631140,37.4,-92.3,53.9
1717632631160,39.3,-89.7,55.7
1717632631180,43.7,-89.3,56.1
1717632631200,43.9,-87.8,59.8
1717632631220,43.7,-86.3,59.9
1717632631240,44.8,-86.8,61.5
1717632631260,44.3,-84.2,65.5
1717632631280,43.1,-82.2,67.7
1717632631300,43.6,-78.8,69.1
1717632631320,42.8,-75.8,72.0
1717632631340,43.6,-74.6,72.6
1717632631360,43.7,-71.1,76.3
1717632631380,44.6,-67.9,77.0
1717632631400,44.8,-64.7,75.9
1717632631420,44.5,-62.0,76.7
1717632631440,42.7,-61.2,78.0
1717632631460,42.7,-59.7,79.3
1717632631480,42.7,-59.3,79.0
1717632631500,42.0,-59.0,81.8
1717632631520,39.1,-55.8,83.2
1717632631540,38.3,-54.0,83.6
1717632631560,36.5,-51.1,84.7
1717632631580,35.4,-48.6,86.4
1717632631600,35.7,-46.4,88.5
1717632631620,35.3,-45.2,91.2
1717632631640,36.2,-44.1,94.0
1717632631660,33.9,-41.9,95.5
1717632631680,31.3,-40.6,97.5
1717632631700,31.1,-38.9,97.2
1717632631720,28.9,-36.4,98.8
1717632631740,25.6,-35.1,100.2
1717632631760,22.3,-31.6,101.4
1717632631780,21.7,-28.7,106.2
1717632631800,21.3,-25.1,105.8
1717632631820,20.0,-24.4,107.5
1717632631840,19.7,-21.3,108.8
1717632631860,16.1,-18.8,107.8
1717632631880,12.9,-14.2,109.2
1717632631900,10.6,-12.9,109.2
1717632631920,8.5,-8.4,110.2
1717632631940,6.1,-6.4,110.4
1717632631960,4.4,-5.9,111.8
1717632631980,1.4,-4.1,111.1
1717632632000,-2.1,-2.3,111.5
1717632632020,-5.3,-0.2,114.2
1717632632040,-6.6,0.3,115.8
1717632632060,-10.1,1.9,117.5
1717632632080,-13.0,3.8,119.2
1717632632100,-16.0,7.8,118.2
1717632632120,-19.2,8.5,119.2
1717632632140,-22.4,10.9,119.1
1717632632160,-24.3,13.3,121.5
1717632632180,-27.5,17.0,121.7
1717632632200,-32.8,17.6,124.5
1717632632220,-37.4,19.3,124.8
1717632632240,-39.7,22.9,126.3
1717632632260,-42.1,25.1,123.9
1717632632280,-44.4,28.6,126.1
1717632632300,-47.5,30.3,124.8
1717632632320,-50.5,32.8,125.3
1717632632340,-55.6,35.0,127.2
1717632632360,-58.1,37.5,128.1
1717632632380,-61.1,39.0,128.7
1717632632400,-62.5,40.0,128.8
1717632632420,-65.9,42.3,129.7
1717632632440,-69.5,43.0,130.6
1717632632460,-72.8,45.3,132.3
1717632632480,-75.3,48.5,130.2
1717632632500,-79.7,49.1,129.1
1717632632520,-82.8,51.1,128.3
1717632632540,-84.7,53.1,128.1
1717632632560,-88.1,53.3,128.0
1717632632580,-92.3,54.9,128.0
1717632632600,-95.9,56.5,127.7
1717632632620,-100.4,59.2,126.4
1717632632640,-106.5,60.8,128.8
1717632632660,-109.2,62.2,128.8
1717632632680,-112.7,63.6,127.8
1717632632700,-114.5,63.6,127.3
1717632632720,-119.1,65.7,126.2
1717632632740,-123.3,66.8,127.3
1717632632760,-126.9,68.5,127.9
1717632632780,-131.0,69.5,126.8
1717632632800,-132.7,71.9,126.5
1717632632820,-135.2,74.4,122.6
1717632632840,-138.3,75.6,121.9
1717632632860,-142.3,77.6,120.9
1717632632880,-145.6,77.4,121.6
1717632632900,-148.2,77.2,119.5
1717632632920,-152.0,77.8,119.8
1717632632940,-154.7,78.3,118.0
1717632632960,-157.7,79.3,118.6
1717632632980,-161.1,78.3,117.4
1717632633000,-164.5,79.2,119.5
1717632633020,-168.4,81.5,120.2
1717632633040,-172.1,82.4,120.5
1717632633060,-174.5,83.8,118.5
1717632633080,-173.8,86.0,118.8
1717632633100,-176.8,87.5,117.0
1717632633120,-179.1,88.0,116.9
1717632633140,-181.2,88.1,114.5
1717632633160,-184.8,89.2,113.9
1717632633180,-187.9,88.9,113.0
1717632633200,-189.0,89.5,112.2
1717632633220,-192.4,91.3,112.1
1717632633240,-195.2,90.5,109.9
1717632633260,-198.6,90.9,110.4
1717632633280,-201.2,90.7,109.6
1717632633300,-203.9,90.6,107.3
1717632633320,-205.3,90.1,107.5
1717632633340,-208.4,92.1,105.3
1717632633360,-209.9,92.9,104.3
1717632633380,-211.2,93.0,103.3
1717632633400,-213.4,91.0,99.9
1717632633420,-215.0,93.9,98.2
1717632633440,-217.4,92.9,98.8
1717632633460,-220.0,93.0,97.9
1717632633480,-220.4,90.5,97.8
1717632633500,-220.7,88.8,96.2
1717632633520,-221.7,89.1,94.5
1717632633540,-224.4,88.6,92.8
1717632633560,-225.0,90.4,89.6
1717632633580,-226.9,91.2,90.1
1717632633600,-228.2,91.3,89.6
1717632633620,-229.2,89.7,87.3
1717632633640,-227.8,87.0,85.7
1717632633660,-228.7,86.6,85.9
1717632633680,-230.6,86.2,86.9
1717632633700,-230.7,86.0,84.5
1717632633720,-230.7,86.0,82.0
1717632633740,-229.0,85.1,81.1
1717632633760,-227.3,85.3,80.4
1717632633780,-227.4,83.1,78.6
1717632633800,-227.0,83.9,77.2
1717632633820,-226.7,84.6,72.0
1717632633840,-225.6,82.2,69.1
1717632633860,-226.7,82.5,65.9
1717632633880,-227.4,81.1,64.8
1717632633900,-226.0,78.0,61.8
1717632633920,-226.7,77.2,60.7
1717632633940,-225.3,76.3,57.8
1717632633960,-224.2,75.1,56.7
1717632633980,-222.6,73.8,57.6
1717632634000,-221.2,73.1,56.1
1717632634020,-221.1,72.4,55.1
1717632634040,-220.2,71.7,54.4
1717632634060,-218.8,69.3,53.8
1717632634080,-216.9,68.7,51.8
1717632634100,-215.4,68.9,48.7
1717632634120,-215.3,66.4,43.7
1717632634140,-213.5,64.6,40.8
1717632634160,-213.2,62.2,36.6
1717632634180,-210.0,60.3,35.5
1717632634200,-207.3,57.5,30.7
1717632634220,-203.8,56.8,31.2
1717632634240,-201.4,56.0,30.2
1717632634260,-199.2,56.0,27.5
1717632634280,-195.7,54.1,23.9
1717632634300,-194.1,50.0,22.0
1717632634320,-192.3,48.1,19.5
1717632634340,-189.0,47.2,16.6
1717632634360,-187.7,46.4,13.7
1717632634380,-184.3,44.9,10.3
1717632634400,-182.9,41.3,8.0
1717632634420,-179.1,38.9,5.1
1717632634440,-173.6,36.9,3.3
1717632634460,-170.6,33.7,0.7
1717632634480,-166.9,31.2,0.3
1717632634500,-167.6,29.2,-1.2
1717632634520,-162.7,28.0,-3.3
1717632634540,-160.5,27.1,-5.9
1717632634560,-157.0,26.5,-7.8
1717632634580,-152.0,25.1,-7.7
1717632634600,-150.9,24.2,-11.4
1717632634620,-146.6,20.7,-12.3
1717632634640,-142.9,20.9,-13.0
1717632634660,-140.0,16.5,-17.9
1717632634680,-137.1,14.0,-19.3
1717632634700,-133.2,12.8,-21.4
1717632634720,-132.5,11.3,-22.5
1717632634740,-129.6,8.2,-26.1
1717632634760,-123.4,6.2,-29.0
1717632634780,-118.6,4.6,-32.0
1717632634800,-115.9,2.7,-36.0
1717632634820,-111.8,0.2,-38.1
1717632634840,-108.7,-2.6,-40.7
1717632634860,-103.4,-3.0,-43.6
1717632634880,-98.8,-5.7,-45.9
1717632634900,-96.1,-8.6,-47.8
1717632634920,-91.0,-11.9,-48.5
1717632634940,-87.4,-14.8,-50.8
1717632634960,-83.9,-17.5,-54.0
1717632634980,-79.9,-20.1,-56.8
1717632635000,-76.2,-21.2,-60.1
1717632635020,-73.0,-23.4,-61.8
1717632635040,-69.3,-26.4,-63.9
1717632635060,-65.5,-29.9,-67.1
1717632635080,-62.3,-33.5,-68.7
1717632635100,-57.9,-35.3,-72.0
1717632635120,-54.1,-36.6,-75.2
1717632635140,-49.4,-40.1,-78.8
1717632635160,-46.2,-41.4,-79.8
1717632635180,-40.7,-43.2,-84.6
1717632635200,-37.5,-43.8,-86.6
1717632635220,-30.9,-46.3,-89.8
1717632635240,-25.7,-48.0,-92.5
1717632635260,-22.5,-50.0,-96.0
1717632635280,-17.3,-50.6,-99.0
1717632635300,-14.9,-52.2,-101.6
1717632635320,-11.7,-54.8,-104.7
1717632635340,-7.8,-57.4,-106.2
1717632635360,-2.9,-61.8,-105.2
1717632635380,0.6,-66.5,-107.6
1717632635400,5.0,-66.3,-111.4
1717632635420,8.0,-68.0,-114.3
1717632635440,13.3,-69.3,-117.5
1717632635460,18.1,-70.1,-119.8
1717632635480,21.2,-71.9,-122.1
1717632635500,24.6,-74.3,-124.5
1717632635520,28.5,-76.5,-124.9
1717632635540,30.4,-78.7,-127.1
1717632635560,32.6,-82.5,-129.7
1717632635580,36.3,-85.9,-131.9
1717632635600,40.5,-88.0,-134.4
1717632635620,43.7,-90.6,-138.5
1717632635640,44.9,-93.4,-142.6
1717632635660,47.9,-94.8,-145.3
1717632635680,48.9,-95.8,-146.7
1717632635700,51.3,-98.7,-147.8
1717632635720,55.1,-101.8,-148.9
1717632635740,57.0,-101.5,-151.1
1717632635760,60.6,-102.2,-156.9
1717632635780,65.2,-103.1,-159.8
1717632635800,67.6,-105.1,-163.1
1717632635820,71.6,-106.7,-163.4
1717632635840,73.4,-109.3,-165.1
1717632635860,74.6,-112.2,-167.1
1717632635880,77.8,-114.2,-169.3
1717632635900,79.7,-116.4,-170.1
1717632635920,82.8,-117.8,-173.8
1717632635940,83.7,-118.9,-177.7
1717632635960,86.8,-119.6,-179.6
1717632635980,87.7,-120.9,-182.5
1717632636000,88.7,-120.9,-185.8
1717632636020,92.2,-122.7,-185.7
1717632636040,95.5,-124.8,-185.8
1717632636060,97.2,-126.3,-189.4
1717632636080,99.7,-127.7,-189.4
1717632636100,99.8,-130.2,-190.3
1717632636120,100.7,-131.0,-192.1
1717632636140,101.7,-131.4,-194.3
1717632636160,102.8,-132.7,-195.5
1717632636180,102.9,-133.9,-198.3
1717632636200,104.5,-136.5,-201.2
1717632636220,104.3,-136.4,-203.6
1717632636240,106.7,-137.0,-207.2
1717632636260,105.5,-137.5,-207.3
1717632636280,106.4,-138.1,-210.3
1717632636300,108.4,-139.2,-209.7
1717632636320,107.0,-140.6,-213.3
1717632636340,109.2,-140.5,-215.1
1717632636360,108.6,-140.6,-215.0
1717632636380,108.7,-140.6,-216.7
1717632636400,108.2,-140.7,-217.9
1717632636420,108.8,-142.4,-222.3
1717632636440,107.4,-144.0,-222.7
1717632636460,108.0,-144.1,-224.4
1717632636480,107.9,-146.2,-225.5
1717632636500,105.4,-146.1,-227.6
1717632636520,104.4,-146.8,-227.7
1717632636540,103.0,-147.0,-230.0
1717632636560,103.8,-147.6,-230.5
1717632636580,105.1,-148.1,-231.4
1717632636600,104.0,-147.8,-233.5
1717632636620,103.5,-149.4,-235.1
1717632636640,100.9,-149.7,-236.3
1717632636660,99.9,-150.3,-237.7
1717632636680,97.2,-150.7,-239.8
1717632636700,95.1,-150.2,-241.6
1717632636720,94.3,-149.4,-242.2
1717632636740,91.9,-147.7,-243.3
1717632636760,92.2,-147.8,-243.2
1717632636780,90.5,-148.4,-244.6
1717632636800,88.9,-150.0,-246.6
1717632636820,86.6,-148.7,-248.0
1717632636840,85.7,-148.5,-251.0
1717632636860,84.7,-149.4,-250.0
1717632636880,81.6,-150.3,-251.3
1717632636900,78.7,-150.2,-251.6
1717632636920,76.5,-148.7,-253.0
1717632636940,73.8,-149.8,-254.5
1717632636960,72.0,-147.6,-253.5
1717632636980,69.0,-148.3,-255.5
1717632637000,64.5,-147.5,-256.1
1717632637020,61.6,-148.5,-257.9
1717632637040,58.8,-147.7,-259.1
1717632637060,56.1,-148.2,-260.4
1717632637080,53.8,-146.6,-259.8
1717632637100,50.1,-145.4,-261.2
1717632637120,48.5,-143.4,-261.8
1717632637140,46.4,-142.7,-262.9
1717632637160,43.0,-141.9,-262.4
1717632637180,41.4,-141.3,-261.7
1717632637200,37.9,-141.6,-264.3
1717632637220,33.3,-141.0,-267.4
1717632637240,30.8,-139.1,-267.8
1717632637260,29.6,-138.5,-267.5
1717632637280,27.8,-136.8,-268.9
1717632637300,24.2,-136.8,-269.4
1717632637320,21.0,-135.6,-271.2
1717632637340,16.1,-133.2,-271.8
1717632637360,12.2,-132.0,-270.4
1717632637380,9.4,-129.5,-273.3
1717632637400,9.3,-129.0,-272.0
1717632637420,5.9,-128.1,-270.1
1717632637440,1.7,-126.4,-269.8
1717632637460,-2.5,-125.0,-270.0
1717632637480,-5.1,-123.9,-271.4
1717632637500,-9.9,-123.5,-270.7
1717632637520,-13.6,-121.8,-271.1
1717632637540,-19.3,-119.4,-273.8
1717632637560,-22.8,-119.0,-272.9
1717632637580,-24.7,-116.8,-273.0
1717632637600,-27.1,-114.4,-272.8
1717632637620,-29.6,-112.6,-273.2
1717632637640,-33.4,-109.8,-271.5
1717632637660,-37.8,-109.1,-274.4
1717632637680,-41.9,-105.9,-274.4
1717632637700,-45.9,-105.1,-274.6
1717632637720,-48.6,-102.5,-276.0
1717632637740,-51.9,-102.0,-274.0
1717632637760,-55.3,-99.0,-274.7
1717632637780,-59.4,-97.8,-275.1
1717632637800,-62.8,-95.0,-275.8
1717632637820,-64.6,-92.5,-274.3
1717632637840,-67.5,-91.6,-273.4
1717632637860,-71.0,-88.8,-272.3
1717632637880,-75.7,-87.7,-272.6
1717632637900,-79.6,-86.2,-270.0
1717632637920,-83.0,-83.8,-270.1
1717632637940,-87.7,-83.0,-269.7
1717632637960,-90.6,-81.0,-270.4
1717632637980,-92.1,-77.0,-268.8
1717632638000,-95.4,-76.2,-269.4
1717632638020,-98.6,-73.4,-268.3
1717632638040,-99.6,-71.0,-266.3
1717632638060,-103.1,-69.1,-264.6
1717632638080,-106.6,-68.0,-262.0
1717632638100,-108.7,-65.9,-264.1
1717632638120,-110.1,-62.7,-261.9
1717632638140,-113.8,-59.8,-260.1
1717632638160,-115.5,-56.7,-261.6
1717632638180,-118.8,-53.8,-260.8
1717632638200,-122.9,-51.3,-259.6
1717632638220,-123.6,-52.6,-257.8
1717632638240,-125.1,-48.4,-254.4
1717632638260,-128.9,-46.6,-252.8
1717632638280,-132.0,-45.3,-251.1
1717632638300,-135.4,-42.7,-251.7
1717632638320,-137.8,-40.7,-247.7
1717632638340,-140.4,-37.8,-245.9
1717632638360,-141.6,-35.6,-246.2
1717632638380,-143.0,-34.2,-244.4
1717632638400,-145.2,-31.4,-243.2
1717632638420,-149.2,-28.6,-242.9
1717632638440,-149.9,-25.2,-242.8
1717632638460,-149.8,-22.7,-240.8
1717632638480,-150.5,-20.1,-241.0
1717632638500,-151.6,-17.5,-238.4
1717632638520,-151.9,-17.2,-237.8
1717632638540,-153.0,-16.2,-237.5
1717632638560,-152.4,-14.2,-234.6
1717632638580,-153.1,-11.9,-233.4
1717632638600,-154.5,-11.3,-232.5
1717632638620,-155.8,-7.8,-229.7
1717632638640,-156.1,-5.4,-228.5
1717632638660,-159.7,-3.2,-226.3
1717632638680,-158.4,-1.7,-223.3
1717632638700,-158.4,0.4,-222.4
1717632638720,-160.8,1.6,-220.5
1717632638740,-161.3,3.2,-218.9
1717632638760,-161.4,4.2,-216.7
1717632638780,-161.3,6.4,-215.5
1717632638800,-162.8,8.6,-216.1
1717632638820,-161.8,12.2,-215.0
1717632638840,-162.4,16.0,-214.6
1717632638860,-162.3,18.3,-213.2
1717632638880,-162.2,19.8,-212.8
1717632638900,-163.0,23.6,-208.7
1717632638920,-161.6,24.7,-205.5
1717632638940,-162.1,27.4,-202.6
1717632638960,-160.1,27.8,-200.4
1717632638980,-159.1,29.8,-200.3
1717632639000,-157.3,32.2,-196.3
1717632639020,-157.1,35.9,-195.6
1717632639040,-157.5,36.3,-192.7
1717632639060,-156.8,37.8,-188.8
1717632639080,-156.2,38.7,-188.6
1717632639100,-153.9,40.1,-186.8
1717632639120,-152.6,42.4,-181.8
1717632639140,-149.2,42.6,-180.4
1717632639160,-148.7,44.7,-179.8
1717632639180,-145.7,46.5,-174.9
1717632639200,-144.7,48.7,-173.9
1717632639220,-143.0,49.5,-171.8
1717632639240,-141.9,50.5,-171.0
1717632639260,-140.9,54.0,-169.0
1717632639280,-138.5,56.6,-167.1
1717632639300,-137.3,59.1,-162.4
1717632639320,-135.2,59.0,-162.3
1717632639340,-132.5,60.4,-160.3
1717632639360,-129.4,62.7,-156.7
1717632639380,-124.8,63.3,-156.5
1717632639400,-122.2,64.2,-155.1
